Category,Score
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,4.0
Manage Supply Chain for Physical Products,4.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,5.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,8.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,7.0
Manage Supply Chain for Physical Products,6.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,6.0
Deliver Services,4.0
Deliver Services,3.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,7.0
Deliver Services,6.0
Deliver Services,4.0
Deliver Services,6.0
Deliver Services,6.0
Deliver Services,6.0
Deliver Services,5.0
Deliver Services,6.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,5.0
Deliver Services,6.0
Deliver Services,4.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,4.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,5.0
Deliver Services,6.0
Deliver Services,6.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,4.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,7.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,7.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,4.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,7.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,6.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Manage Customer Service,5.0
Manage Customer Service,5.0
Manage Customer Service,6.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,7.0
Develop and Manage Human Capital,7.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,3.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,4.0
Develop and Manage Human Capital,5.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,6.0
Develop and Manage Human Capital,5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),7.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),3.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),8.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),7.0
Manage Information Technology (IT),4.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),7.0
Manage Information Technology (IT),5.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),6.0
Manage Information Technology (IT),5.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,8.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,3.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,4.0
Manage Financial Resources,3.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,8.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,3.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,8.0
Manage Financial Resources,5.0
Manage Financial Resources,8.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,7.0
Manage Financial Resources,7.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,3.0
Manage Financial Resources,3.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,4.0
Manage Financial Resources,5.0
Manage Financial Resources,4.0
Manage Financial Resources,7.0
Manage Financial Resources,5.0
Manage Financial Resources,5.0
Manage Financial Resources,6.0
Manage Financial Resources,6.0
Manage Financial Resources,4.0
Manage Financial Resources,#N/A
Manage Financial Resources,6.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",3.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",3.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",7.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",7.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",6.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",4.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",5.0
"Acquire, Construct, and Manage Assets",6.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",6.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",5.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",4.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",6.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",6.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",6.0
"Manage Enterprise Risk, Compliance, Remediation, and Resiliency",3.0
Manage External Relationships,4.0
Manage External Relationships,3.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,3.0
Manage External Relationships,3.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,6.0
Manage External Relationships,5.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,5.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,3.0
Manage External Relationships,5.0
Manage External Relationships,5.0
Manage External Relationships,5.0
Manage External Relationships,5.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Manage External Relationships,4.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,3.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,3.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,6.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,6.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,6.0
Develop and Manage Business Capabilities,6.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,3.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,3.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,3.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,6.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,5.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,4.0
Develop and Manage Business Capabilities,5.0
